"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","28696","I try to login with invalid credentials","","Fri Feb 20 17:23:18 UTC 2026","passed","Fri Feb 20 17:23:47 UTC 2026","","","",""
"","20604","I try to login with invalid credentials","","Fri Feb 20 17:17:14 UTC 2026","passed","Fri Feb 20 17:17:35 UTC 2026","","","",""
